"Type","Categories","SKU","Name","Published","Visibility in catalog","In stock?","Regular price","Sale price","Attribute 1 name","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 visible","Attribute 2 global","Images","Attribute 1 value(s)","Attribute 2 value(s)","Parent"
"variation","","SKUF08173-Yellow","Plant & Leaf Striped Patchwork Shirt-Yellow",1,"visible",1,15.93,15.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5D/CC/640003cb-be55-4168-97eb-e1c7c887403c.jpg","Yellow","","SKUF08173"
"variable","Shirts","SKUF82070","Halloween Allover Funny Cat Print Shirts",1,"visible",1,15.36,15.36,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/27/10/82b220f3-f0e1-4dba-9ff9-d83f52e7fdf3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/85/2B/b2f369ae-48a4-4e05-8e4e-758c62fe2ca9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/58/AB/2cf4dd8c-9e87-41ef-902e-578554e78880.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D4/97/439bac03-422a-4a3a-96e7-b6e8e959669f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/55/9C/d5dd1aa5-6f62-4772-86c7-5838518a0e82.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/05/91/62126a37-71dd-41f3-8ac2-0c672ca1fab0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2C/63/d95d258e-7360-4516-b661-da19bf88edef.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FA/BD/e7ecc68a-e721-4d75-8461-8b946a26758c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/58/AB/2cf4dd8c-9e87-41ef-902e-578554e78880.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/27/10/82b220f3-f0e1-4dba-9ff9-d83f52e7fdf3.jpg","White,Black","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUF82070-White","Halloween Allover Funny Cat Print Shirts-White",1,"visible",1,15.36,15.36,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/58/AB/2cf4dd8c-9e87-41ef-902e-578554e78880.jpg","White","","SKUF82070"
"variation","","SKUF82070-Black","Halloween Allover Funny Cat Print Shirts-Black",1,"visible",1,15.36,15.36,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/27/10/82b220f3-f0e1-4dba-9ff9-d83f52e7fdf3.jpg","Black","","SKUF82070"
"variable","Pants","SKU997647","Cotton Linen Slim Fit Casual Pants",1,"visible",1,22.05,"15.99","Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A9/6D/fd17ac9c-1a6f-4f01-8311-1cfd0e874a1e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/F9/41/7cb6efdb-d4c6-4b94-b666-01a5816d4675.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/C5/82/ec398006-2a83-48d1-8792-ed97f38e1e5f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/27/15/e29ce958-47f7-44d1-b713-ebe11774aad4.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/F6/29/9822b32a-2325-43c0-a061-af9470cef70a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A0/1E/30f28740-c538-4ad3-8714-bb638f9ba327.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/3D/5F/9e6cc052-60a3-4689-b448-0d9c92d6ee97.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/47/7E/a854c9b6-ff02-47ac-8bfe-2aae66f2835a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DE/56/bedcc2f3-9829-4747-8fd1-b2029d25bc8a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/65/E3/82295f13-e487-4df4-9453-3f820a764e37.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/71/3F/10f710d5-15f2-491c-b1a3-a61ea8573db6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/53/D0/24cb9956-e6f0-4a1c-9b4f-cf18a54993ce.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BA/EC/20de77a2-500a-4a6e-a6b3-c697df3acd19.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/27/15/e29ce958-47f7-44d1-b713-ebe11774aad4.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DE/56/bedcc2f3-9829-4747-8fd1-b2029d25bc8a.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/65/E3/82295f13-e487-4df4-9453-3f820a764e37.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/09/72/5d6b836e-5efc-45e2-b92c-adc454107789.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/C5/82/ec398006-2a83-48d1-8792-ed97f38e1e5f.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A9/6D/fd17ac9c-1a6f-4f01-8311-1cfd0e874a1e.jpg","Dark Gray,Navy,White,Red,Army Green,Black,Khaki,Light Gray","ASIA 30,ASIA 32,ASIA 34,ASIA 36,ASIA 38",""
"variation","","SKU997647-Dark Gray","Cotton Linen Slim Fit Casual Pants-Dark Gray",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/53/D0/24cb9956-e6f0-4a1c-9b4f-cf18a54993ce.jpg","Dark Gray","","SKU997647"
"variation","","SKU997647-Navy","Cotton Linen Slim Fit Casual Pants-Navy",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BA/EC/20de77a2-500a-4a6e-a6b3-c697df3acd19.jpg","Navy","","SKU997647"
"variation","","SKU997647-White","Cotton Linen Slim Fit Casual Pants-White",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/27/15/e29ce958-47f7-44d1-b713-ebe11774aad4.jpg","White","","SKU997647"
"variation","","SKU997647-Red","Cotton Linen Slim Fit Casual Pants-Red",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DE/56/bedcc2f3-9829-4747-8fd1-b2029d25bc8a.jpg","Red","","SKU997647"
"variation","","SKU997647-Army Green","Cotton Linen Slim Fit Casual Pants-Army Green",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/65/E3/82295f13-e487-4df4-9453-3f820a764e37.jpg","Army Green","","SKU997647"
"variation","","SKU997647-Black","Cotton Linen Slim Fit Casual Pants-Black",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/09/72/5d6b836e-5efc-45e2-b92c-adc454107789.jpg","Black","","SKU997647"
"variation","","SKU997647-Khaki","Cotton Linen Slim Fit Casual Pants-Khaki",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/C5/82/ec398006-2a83-48d1-8792-ed97f38e1e5f.jpg","Khaki","","SKU997647"
"variation","","SKU997647-Light Gray","Cotton Linen Slim Fit Casual Pants-Light Gray",1,"visible",1,22.05,"15.99","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A9/6D/fd17ac9c-1a6f-4f01-8311-1cfd0e874a1e.jpg","Light Gray","","SKU997647"
"variable","Flats","SKUD05876","LOSTISY Breathable Hollow Casual Flat Loafers",1,"visible",1,29.99,29.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DF/87/c818aec7-9759-4c37-b083-2dc479f87f2c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A5/8B/18af4dec-6f8f-4789-8aef-0b166ae15805.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/ED/BC/ebf01b2c-1549-45c7-bbca-180ad8bbebae.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/13/e56d8131-ecd3-4566-854f-c551536c5653.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/E8/9B/1bdb8688-4645-412a-885b-9a5ba2522014.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/7C/AA/a49d1e95-b0c0-4074-91ff-f649c305fb1b.gif?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/73/EA/dd67b9b3-2672-4e7a-beaf-9ee719959990.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/B4/C5/d86a13ef-fcf5-4153-8ce3-11b5a3359fcf.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/5F/76/0c179657-cafe-4aef-a13d-8ef330a1108b.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6A/AE/57cd1ca3-8588-40b6-bf07-fae0a2e33853.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/06/5D/29f589d1-386c-4670-b497-137aa7dc783d.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/55/99/857b25b5-b118-4f9d-bae6-45ffd6c98b1e.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/13/e56d8131-ecd3-4566-854f-c551536c5653.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EC/13/0b749ed4-c57b-414b-8fd5-0f04b5186582.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A5/8B/18af4dec-6f8f-4789-8aef-0b166ae15805.jpg","Red,Wine Red,Black,Green,Grey","ASIA 36,ASIA 37,ASIA 38,ASIA 39,ASIA 40,ASIA 41,ASIA 42,ASIA 43",""
"variation","","SKUD05876-Red","LOSTISY Breathable Hollow Casual Flat Loafers-Red",1,"visible",1,29.99,29.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/06/5D/29f589d1-386c-4670-b497-137aa7dc783d.jpg","Red","","SKUD05876"
"variation","","SKUD05876-Wine Red","LOSTISY Breathable Hollow Casual Flat Loafers-Wine Red",1,"visible",1,29.99,29.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/55/99/857b25b5-b118-4f9d-bae6-45ffd6c98b1e.jpg","Wine Red","","SKUD05876"
"variation","","SKUD05876-Black","LOSTISY Breathable Hollow Casual Flat Loafers-Black",1,"visible",1,29.99,29.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/13/e56d8131-ecd3-4566-854f-c551536c5653.jpg","Black","","SKUD05876"
"variation","","SKUD05876-Green","LOSTISY Breathable Hollow Casual Flat Loafers-Green",1,"visible",1,29.99,29.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EC/13/0b749ed4-c57b-414b-8fd5-0f04b5186582.jpg","Green","","SKUD05876"
"variation","","SKUD05876-Grey","LOSTISY Breathable Hollow Casual Flat Loafers-Grey",1,"visible",1,29.99,29.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A5/8B/18af4dec-6f8f-4789-8aef-0b166ae15805.jpg","Grey","","SKUD05876"
"variable","Flats","SKUC15622","Men Leather Splicing Soft Sole Casual Shoes",1,"visible",1,50.99,50.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/42/32/7e4558e5-660d-45ed-afbf-afff74bff3da.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/23/31/9072524f-005a-4c3b-8fa8-eba379c09a85.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/66/7D/6e0b0a85-87af-47fa-b44e-d8262218d334.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9F/6D/734b2400-1232-4fc2-9389-73c06d5962f3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E6/5F/652c236b-4cd5-4857-b143-e009511c3740.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1A/3A/d33c16fd-b4a3-4190-9be6-799af4989fd0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7F/EF/be9d8a86-d8c9-4449-8491-454c669fc4e1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/62/34/8b05cadd-f14a-44f8-887c-682b66ada052.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2A/F7/f882486b-0172-4350-b401-d68336723364.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2E/B6/1b4870c6-4a06-487d-9984-47023c3e16ec.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/10/BF/35454a6e-1de3-4c1e-a50a-13161001c419.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/6B/30/7c6da84b-4431-4176-8d80-03ac9ca5e3dc.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7E/0E/66a8b168-f33d-44c8-a90f-e39e0b2a53b7.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/47/a0b31cae-2883-437b-b7ce-ea16b7ac3e8f.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/49/E2/52569fc5-3f46-443f-9edb-95811aa11274.jpg","Black,Blue,Brown","ASIA 39,ASIA 40,ASIA 41,ASIA 42,ASIA 43,ASIA 44,ASIA 45,ASIA 46,ASIA 47,ASIA 48",""
"variation","","SKUC15622-Black","Men Leather Splicing Soft Sole Casual Shoes-Black",1,"visible",1,50.99,50.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7E/0E/66a8b168-f33d-44c8-a90f-e39e0b2a53b7.jpg","Black","","SKUC15622"
"variation","","SKUC15622-Blue","Men Leather Splicing Soft Sole Casual Shoes-Blue",1,"visible",1,50.99,50.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C3/47/a0b31cae-2883-437b-b7ce-ea16b7ac3e8f.jpg","Blue","","SKUC15622"
"variation","","SKUC15622-Brown","Men Leather Splicing Soft Sole Casual Shoes-Brown",1,"visible",1,50.99,50.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/49/E2/52569fc5-3f46-443f-9edb-95811aa11274.jpg","Brown","","SKUC15622"
"variable","Henley Shirts","SKUB67004","Cotton Linen Henley Shirt",1,"visible",1,15.36,15.36,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/03/28/89742f1c-77d2-4937-8e25-601641be3a87.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DD/19/06171b46-ba6b-444e-a0f5-4a0d80ea103c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EB/8F/4313b438-d4f7-4406-8bab-06c44df7196d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/5D/AB/b4acfd76-f870-4514-b8fe-8a2dd4d1b742.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/1A/6C/23453155-33bf-4128-942b-742ff9dd9613.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/37/36/32f00eec-3945-4c90-a918-03bf98d9f0b5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/92/12/ed254f8c-c908-484b-be6b-6f9ac40f6ff8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EB/8F/4313b438-d4f7-4406-8bab-06c44df7196d.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/03/28/89742f1c-77d2-4937-8e25-601641be3a87.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DD/19/06171b46-ba6b-444e-a0f5-4a0d80ea103c.jpg","White,Beige,Cyan","ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL",""
"variation","","SKUB67004-White","Cotton Linen Henley Shirt-White",1,"visible",1,15.36,15.36,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EB/8F/4313b438-d4f7-4406-8bab-06c44df7196d.jpg","White","","SKUB67004"
"variation","","SKUB67004-Beige","Cotton Linen Henley Shirt-Beige",1,"visible",1,15.36,15.36,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/03/28/89742f1c-77d2-4937-8e25-601641be3a87.jpg","Beige","","SKUB67004"
"variation","","SKUB67004-Cyan","Cotton Linen Henley Shirt-Cyan",1,"visible",1,15.36,15.36,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DD/19/06171b46-ba6b-444e-a0f5-4a0d80ea103c.jpg","Cyan","","SKUB67004"
"variable","Shirts","SKUE44773","Casual Breathable Color Block Shirts",1,"visible",1,14,14,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8A/F4/f768c721-75dd-444b-8cb2-e2ca03686f96.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/07/AB/9a291d5f-f8bc-48f0-b93b-6c8b7c3ea7e0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/21/F2/0dbb654b-06d1-41e6-8146-6a1ffd153783.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/65/C0/78a41bb0-2601-4b63-8e46-729eb51945f6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/77/1C/2341e709-fc28-4ab0-93fb-79efc662f101.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/94/AC/58a5fc96-40f8-4b2d-a1cc-f97313e8e453.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C0/12/fb087345-3945-413c-9ec5-6b3484cfb413.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/01/14/0ffaddcd-b230-48bb-b7d6-c2b55047f278.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3E/D8/ab871df2-ddd0-4b2d-a47c-8902aa63ca7b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CC/14/bb071d4b-23f8-4032-8112-c514b4840b3d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0C/21/98bcec77-535f-466d-baab-ac58aed5bee9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8A/F4/f768c721-75dd-444b-8cb2-e2ca03686f96.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/21/F2/0dbb654b-06d1-41e6-8146-6a1ffd153783.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/65/C0/78a41bb0-2601-4b63-8e46-729eb51945f6.jpg","Black,Blue,Yellow","ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL",""
"variation","","SKUE44773-Black","Casual Breathable Color Block Shirts-Black",1,"visible",1,14,14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8A/F4/f768c721-75dd-444b-8cb2-e2ca03686f96.jpg","Black","","SKUE44773"
"variation","","SKUE44773-Blue","Casual Breathable Color Block Shirts-Blue",1,"visible",1,14,14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/21/F2/0dbb654b-06d1-41e6-8146-6a1ffd153783.jpg","Blue","","SKUE44773"
"variation","","SKUE44773-Yellow","Casual Breathable Color Block Shirts-Yellow",1,"visible",1,14,14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/65/C0/78a41bb0-2601-4b63-8e46-729eb51945f6.jpg","Yellow","","SKUE44773"
"variable","Shirts","SKUC92040","Cotton Gradient Printing Shirt",1,"visible",1,16.15,16.15,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/84/AF/5120d90f-9cc9-4b19-a189-c28c41357af1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DB/FF/fe465f10-3be9-4438-8083-7cf718601d24.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/54/D0/30341421-752b-4feb-afea-5c8f2426a7bc.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/7A/84/7a7a6de0-a466-4bea-9e27-363d331b81cd.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/AE/3C/192dc276-a9ef-4e88-af56-8efc627c0e2b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/56/D3/b364416f-7eb3-46a4-8c07-a0d77cd93640.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/28/90/1cd86bda-e628-4721-9bda-6ec5be7255f5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/4D/6F/98251fb4-c468-4079-9908-714039814693.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/01/3C/d2483eb0-a076-4101-8b1c-6f1bfa208894.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/84/AF/5120d90f-9cc9-4b19-a189-c28c41357af1.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/54/D0/30341421-752b-4feb-afea-5c8f2426a7bc.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DB/FF/fe465f10-3be9-4438-8083-7cf718601d24.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/7A/84/7a7a6de0-a466-4bea-9e27-363d331b81cd.jpg","Blue,Army Green,Dark Blue,Orange","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL,ASIA 7XL",""
"variation","","SKUC92040-Blue","Cotton Gradient Printing Shirt-Blue",1,"visible",1,16.15,16.15,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/84/AF/5120d90f-9cc9-4b19-a189-c28c41357af1.jpg","Blue","","SKUC92040"
"variation","","SKUC92040-Army Green","Cotton Gradient Printing Shirt-Army Green",1,"visible",1,16.15,16.15,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/54/D0/30341421-752b-4feb-afea-5c8f2426a7bc.jpg","Army Green","","SKUC92040"
"variation","","SKUC92040-Dark Blue","Cotton Gradient Printing Shirt-Dark Blue",1,"visible",1,16.15,16.15,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DB/FF/fe465f10-3be9-4438-8083-7cf718601d24.jpg","Dark Blue","","SKUC92040"
"variation","","SKUC92040-Orange","Cotton Gradient Printing Shirt-Orange",1,"visible",1,16.15,16.15,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/7A/84/7a7a6de0-a466-4bea-9e27-363d331b81cd.jpg","Orange","","SKUC92040"
